Station	Layer	Size fraction (µm)	sample	lineage	reads_mapped	rpkm
25	Surface	0.8-5	metagenome	Synechococcus	2988	0.016953727482193
30	Surface	0.8-5	metagenome	Synechococcus	3583	0.016845036784921
32	Surface	0.8-5	metagenome	Synechococcus	194	0.004246502035154
36	Surface	0.8-5	metagenome	Synechococcus	2598	0.020323176840928
38	Surface	0.8-5	metagenome	Synechococcus	831	0.007540137775332
39	Surface	0.8-5	metagenome	Synechococcus	811	0.008557690446385
41	Surface	0.8-5	metagenome	Synechococcus	305	0.003854832931435
42	Surface	0.8-5	metagenome	Synechococcus	58	0.001635458684131
43	Surface	0.8-5	metagenome	Synechococcus	5225	0.032760453523131
45	Surface	0.8-5	metagenome	Synechococcus	112	0.001926822119929
46	Surface	0.8-5	metagenome	Synechococcus	9987	0.061556130629731
50	Surface	0.8-5	metagenome	Synechococcus	41	0.000919430569413
51	Surface	0.8-5	metagenome	Synechococcus	41	0.000797784714368
52	Surface	0.8-5	metagenome	Synechococcus	269	0.002648706764707
53	Surface	0.8-5	metagenome	Synechococcus	216	0.00389736117137
54	Surface	0.8-5	metagenome	Synechococcus	1306	0.012106884873672
57	Surface	0.8-5	metagenome	Synechococcus	9922	0.074467059136177
58	Surface	0.8-5	metagenome	Synechococcus	1039	0.011125367112519
62	Surface	0.8-5	metagenome	Synechococcus	2157	0.016970573578405
64	Surface	0.8-5	metagenome	Synechococcus	2154	0.018794280945431
66	Surface	0.8-5	metagenome	Synechococcus	695	0.009291710448539
67	Surface	0.8-5	metagenome	Synechococcus	454	0.004312064426237
68	Surface	0.8-5	metagenome	Synechococcus	685	0.00634109305417
70	Surface	0.8-5	metagenome	Synechococcus	209	0.002941783355743
71	Surface	0.8-5	metagenome	Synechococcus	244	0.003213951878908
72	Surface	0.8-5	metagenome	Synechococcus	84	0.001486598218936
76	Surface	0.8-5	metagenome	Synechococcus	105	0.00126829988636
78	Surface	0.8-5	metagenome	Synechococcus	534	0.007100790719974
80	Surface	0.8-5	metagenome	Synechococcus	924	0.008669289213587
81	Surface	0.8-5	metagenome	Synechococcus	1597	0.009161425461083
82	Surface	0.8-5	metagenome	Synechococcus	19	0.00034466404156
83	Surface	0.8-5	metagenome	Synechococcus	22	0.000413594727566
89	Surface	0.8-5	metagenome	Synechococcus	2	5.53839293717313E-05
90	Surface	0.8-5	metagenome	Synechococcus	2944	0.011942410879781
91	Surface	0.8-5	metagenome	Synechococcus	6042	0.025060086406813
92	Surface	0.8-5	metagenome	Synechococcus	1067	0.005513864126603
93	Surface	0.8-5	metagenome	Synechococcus	3578	0.015952040590718
94	Surface	0.8-5	metagenome	Synechococcus	326	0.003423595984136
95	Surface	0.8-5	metagenome	Synechococcus	375	0.00215411518752
96	Surface	0.8-5	metagenome	Synechococcus	10	0.000217430409641
97	Surface	0.8-5	metagenome	Synechococcus	35	0.000378437993477
98	Surface	0.8-5	metagenome	Synechococcus	39	0.000555932546678
99	Surface	0.8-5	metagenome	Synechococcus	19	0.000449122414967
100	Surface	0.8-5	metagenome	Synechococcus	77	0.0011745243498
102	Surface	0.8-5	metagenome	Synechococcus	822	0.006479050892893
106	Surface	0.8-5	metagenome	Synechococcus	815	0.006694727609257
109	Surface	0.8-5	metagenome	Synechococcus	2601	0.015527848520319
110	Surface	0.8-5	metagenome	Synechococcus	904	0.007875098123142
111	Surface	0.8-5	metagenome	Synechococcus	211	0.002671366507621
112	Surface	0.8-5	metagenome	Synechococcus	23	0.000538307479479
113	Surface	0.8-5	metagenome	Synechococcus	4257	0.023269440464174
122	Surface	0.8-5	metagenome	Synechococcus	244	0.001445427197451
123	Surface	0.8-5	metagenome	Synechococcus	1815	0.009175463744257
124	Surface	0.8-5	metagenome	Synechococcus	1107	0.006255139317114
125	Surface	0.8-5	metagenome	Synechococcus	273	0.00434926567474
126	Surface	0.8-5	metagenome	Synechococcus	571	0.004396732336375
127	Surface	0.8-5	metagenome	Synechococcus	526	0.001953069947094
128	Surface	0.8-5	metagenome	Synechococcus	468	0.003586799366705
129	Surface	0.8-5	metagenome	Synechococcus	388	0.002780785417976
130	Surface	0.8-5	metagenome	Synechococcus	63	0.000922119847776
131	Surface	0.8-5	metagenome	Synechococcus	53	0.00111634001228
132	Surface	0.8-5	metagenome	Synechococcus	54	0.000959718314952
133	Surface	0.8-5	metagenome	Synechococcus	704	0.003580867827975
134	Surface	0.8-5	metagenome	Synechococcus	693	0.005846365314547
135	Surface	0.8-5	metagenome	Synechococcus	442	0.004591954311886
136	Surface	0.8-5	metagenome	Synechococcus	935	0.007094646704149
137	Surface	0.8-5	metagenome	Synechococcus	1004	0.007600949217762
138	Surface	0.8-5	metagenome	Synechococcus	142	0.00179260260524
139	Surface	0.8-5	metagenome	Synechococcus	1931	0.010542869135727
140	Surface	0.8-5	metagenome	Synechococcus	3655	0.0225670198845
141	Surface	0.8-5	metagenome	Synechococcus	2445	0.024014260635097
142	Surface	0.8-5	metagenome	Synechococcus	2088	0.016659558101577
143	Surface	0.8-5	metagenome	Synechococcus	1304	0.008603358034417
145	Surface	0.8-5	metagenome	Synechococcus	1477	0.008767934587576
146	Surface	0.8-5	metagenome	Synechococcus	1700	0.01427373934924
147	Surface	0.8-5	metagenome	Synechococcus	3629	0.025524647807843
148	Surface	0.8-5	metagenome	Synechococcus	2690	0.019996213819476
149	Surface	0.8-5	metagenome	Synechococcus	4543	0.020051739240407
150	Surface	0.8-5	metagenome	Synechococcus	1149	0.009270537086587
151	Surface	0.8-5	metagenome	Synechococcus	947	0.007772141319395
152	Surface	0.8-5	metagenome	Synechococcus	1373	0.010836877607955
39	Deep chlorophyll maximum	1.6-20	metagenome	Synechococcus	4787	0.028035135796237
5	Deep chlorophyll maximum	180-2000	metagenome	Synechococcus	36	0.000540341435715
6	Deep chlorophyll maximum	180-2000	metagenome	Synechococcus	6	0.000175099244159
7	Deep chlorophyll maximum	180-2000	metagenome	Synechococcus	20	0.000407940037976
8	Deep chlorophyll maximum	180-2000	metagenome	Synechococcus	41	0.000716893397864
9	Deep chlorophyll maximum	180-2000	metagenome	Synechococcus	53	0.00097236807491
10	Deep chlorophyll maximum	180-2000	metagenome	Synechococcus	112	0.001368820165007
18	Deep chlorophyll maximum	180-2000	metagenome	Synechococcus	5	0.00014285541511
22	Deep chlorophyll maximum	180-2000	metagenome	Synechococcus	74	0.001081672093837
23	Deep chlorophyll maximum	180-2000	metagenome	Synechococcus	41	0.000653212392882
32	Deep chlorophyll maximum	180-2000	metagenome	Synechococcus	3	9.11985147348606E-05
34	Deep chlorophyll maximum	180-2000	metagenome	Synechococcus	112	0.002556858815467
36	Deep chlorophyll maximum	180-2000	metagenome	Synechococcus	37	0.001096072228295
38	Deep chlorophyll maximum	180-2000	metagenome	Synechococcus	95	0.001670354539793
39	Deep chlorophyll maximum	180-2000	metagenome	Synechococcus	50	0.000941327593375
41	Deep chlorophyll maximum	180-2000	metagenome	Synechococcus	21	0.000437183489815
42	Deep chlorophyll maximum	180-2000	metagenome	Synechococcus	7	0.000226214307272
50	Deep chlorophyll maximum	180-2000	metagenome	Synechococcus	2	6.93934875722827E-05
51	Deep chlorophyll maximum	180-2000	metagenome	Synechococcus	2	7.25840507611698E-05
52	Deep chlorophyll maximum	180-2000	metagenome	Synechococcus	14	0.000371581484006
58	Deep chlorophyll maximum	180-2000	metagenome	Synechococcus	20	0.000572347782138
64	Deep chlorophyll maximum	180-2000	metagenome	Synechococcus	12	0.000374298012123
68	Deep chlorophyll maximum	180-2000	metagenome	Synechococcus	54	0.000774291429553
76	Deep chlorophyll maximum	180-2000	metagenome	Synechococcus	4	7.9221101340079E-05
78	Deep chlorophyll maximum	180-2000	metagenome	Synechococcus	4	9.85727163863397E-05
80	Deep chlorophyll maximum	180-2000	metagenome	Synechococcus	42	0.000564695453688
81	Deep chlorophyll maximum	180-2000	metagenome	Synechococcus	292	0.00242253912107
93	Deep chlorophyll maximum	180-2000	metagenome	Synechococcus	44	0.000935176355876
97	Deep chlorophyll maximum	180-2000	metagenome	Synechococcus	2	5.66301947238708E-05
98	Deep chlorophyll maximum	180-2000	metagenome	Synechococcus	1	3.29627374840431E-05
100	Deep chlorophyll maximum	180-2000	metagenome	Synechococcus	31	0.000522147247618
106	Deep chlorophyll maximum	180-2000	metagenome	Synechococcus	39	0.00061836906541
110	Deep chlorophyll maximum	180-2000	metagenome	Synechococcus	25	0.000563244653329
111	Deep chlorophyll maximum	180-2000	metagenome	Synechococcus	13	0.000315046124032
112	Deep chlorophyll maximum	180-2000	metagenome	Synechococcus	191	0.00275067351411
122	Deep chlorophyll maximum	180-2000	metagenome	Synechococcus	24	0.00029207075585
127	Deep chlorophyll maximum	180-2000	metagenome	Synechococcus	11	0.000342818569116
128	Deep chlorophyll maximum	180-2000	metagenome	Synechococcus	9	0.000203668301509
132	Deep chlorophyll maximum	180-2000	metagenome	Synechococcus	1	2.69629903054484E-05
133	Deep chlorophyll maximum	180-2000	metagenome	Synechococcus	46	0.000695325478644
135	Deep chlorophyll maximum	180-2000	metagenome	Synechococcus	23	0.00058360875633
137	Deep chlorophyll maximum	180-2000	metagenome	Synechococcus	22	0.000414257303211
142	Deep chlorophyll maximum	180-2000	metagenome	Synechococcus	4	8.12878545738301E-05
143	Deep chlorophyll maximum	180-2000	metagenome	Synechococcus	33	0.000695107518775
150	Deep chlorophyll maximum	180-2000	metagenome	Synechococcus	13	0.000310669739097
151	Deep chlorophyll maximum	180-2000	metagenome	Synechococcus	10	0.000236486131253
155	Deep chlorophyll maximum	180-2000	metagenome	Synechococcus	3	6.25886528419113E-05
123	Mix layer	180-2000	metagenome	Synechococcus	9	0.000235008346273
124	Mix layer	180-2000	metagenome	Synechococcus	4	0.000122368104281
125	Mix layer	180-2000	metagenome	Synechococcus	37	0.000243948600462
152	Mix layer	180-2000	metagenome	Synechococcus	8	0.000229058881679
153	Mix layer	180-2000	metagenome	Synechococcus	53	0.000810174903526
4	Surface	180-2000	metagenome	Synechococcus	6	0.000128607569856
5	Surface	180-2000	metagenome	Synechococcus	50	0.000750527635458
6	Surface	180-2000	metagenome	Synechococcus	24	0.000405818471182
7	Surface	180-2000	metagenome	Synechococcus	11	0.000166595027695
8	Surface	180-2000	metagenome	Synechococcus	118	0.00163732717763
9	Surface	180-2000	metagenome	Synechococcus	42	0.000936220486792
10	Surface	180-2000	metagenome	Synechococcus	15	0.000477777936173
11	Surface	180-2000	metagenome	Synechococcus	50	0.000810794592639
18	Surface	180-2000	metagenome	Synechococcus	50	0.000829624072847
19	Surface	180-2000	metagenome	Synechococcus	22	0.000469473385689
20	Surface	180-2000	metagenome	Synechococcus	11	0.000247189305402
22	Surface	180-2000	metagenome	Synechococcus	27	0.000458930861286
23	Surface	180-2000	metagenome	Synechococcus	94	0.001234367884241
24	Surface	180-2000	metagenome	Synechococcus	17	0.00041374062266
25	Surface	180-2000	metagenome	Synechococcus	6	0.000163620363545
26	Surface	180-2000	metagenome	Synechococcus	11	0.000324704420859
31	Surface	180-2000	metagenome	Synechococcus	38	0.001234506868587
32	Surface	180-2000	metagenome	Synechococcus	9	0.00023382923761
33	Surface	180-2000	metagenome	Synechococcus	61	0.001190255014461
34	Surface	180-2000	metagenome	Synechococcus	75	0.002156130257015
36	Surface	180-2000	metagenome	Synechococcus	84	0.001441384405369
41	Surface	180-2000	metagenome	Synechococcus	20	0.000563396876638
42	Surface	180-2000	metagenome	Synechococcus	19	0.000424289494584
43	Surface	180-2000	metagenome	Synechococcus	14	0.000341492474516
45	Surface	180-2000	metagenome	Synechococcus	9	0.000284040098367
46	Surface	180-2000	metagenome	Synechococcus	278	0.004774038539441
47	Surface	180-2000	metagenome	Synechococcus	11	0.000261650621638
49	Surface	180-2000	metagenome	Synechococcus	23	0.000655480243261
51	Surface	180-2000	metagenome	Synechococcus	2	7.75626813174745E-05
52	Surface	180-2000	metagenome	Synechococcus	35	0.000612909448698
53	Surface	180-2000	metagenome	Synechococcus	73	0.001043198835525
54	Surface	180-2000	metagenome	Synechococcus	37	0.000871798913971
58	Surface	180-2000	metagenome	Synechococcus	19	0.000446510873674
62	Surface	180-2000	metagenome	Synechococcus	4	0.000114857985281
64	Surface	180-2000	metagenome	Synechococcus	47	0.000871405267786
65	Surface	180-2000	metagenome	Synechococcus	7	0.000177941941752
66	Surface	180-2000	metagenome	Synechococcus	3	9.13735164577082E-05
68	Surface	180-2000	metagenome	Synechococcus	9	0.00024625026089
70	Surface	180-2000	metagenome	Synechococcus	35	0.000667649782079
71	Surface	180-2000	metagenome	Synechococcus	14	0.000340784279673
76	Surface	180-2000	metagenome	Synechococcus	6	0.000154511267557
78	Surface	180-2000	metagenome	Synechococcus	10	0.000272278824396
80	Surface	180-2000	metagenome	Synechococcus	452	0.003943839216628
81	Surface	180-2000	metagenome	Synechococcus	22	0.000537410900038
90	Surface	180-2000	metagenome	Synechococcus	6	0.000126097843631
92	Surface	180-2000	metagenome	Synechococcus	14	0.000340846370758
93	Surface	180-2000	metagenome	Synechococcus	157	0.001635744739309
94	Surface	180-2000	metagenome	Synechococcus	66	0.000828062845154
95	Surface	180-2000	metagenome	Synechococcus	182	0.002334009862757
96	Surface	180-2000	metagenome	Synechococcus	4	9.75736353637972E-05
100	Surface	180-2000	metagenome	Synechococcus	94	0.000885767241259
102	Surface	180-2000	metagenome	Synechococcus	95	0.001412129899153
106	Surface	180-2000	metagenome	Synechococcus	117	0.002246075405604
109	Surface	180-2000	metagenome	Synechococcus	450	0.004667907662333
110	Surface	180-2000	metagenome	Synechococcus	30	0.000663220797663
111	Surface	180-2000	metagenome	Synechococcus	22	0.000547789399744
112	Surface	180-2000	metagenome	Synechococcus	8	0.00013213769759
113	Surface	180-2000	metagenome	Synechococcus	2	3.37337231232926E-05
114	Surface	180-2000	metagenome	Synechococcus	1289	0.011266266177056
115	Surface	180-2000	metagenome	Synechococcus	6	0.000165205282831
117	Surface	180-2000	metagenome	Synechococcus	2	5.09069455941432E-05
118	Surface	180-2000	metagenome	Synechococcus	4	0.000147268416525
122	Surface	180-2000	metagenome	Synechococcus	60	0.000570191067
123	Surface	180-2000	metagenome	Synechococcus	52	0.000593127384134
124	Surface	180-2000	metagenome	Synechococcus	27	0.000148935666032
125	Surface	180-2000	metagenome	Synechococcus	76	0.000581567633639
126	Surface	180-2000	metagenome	Synechococcus	431	0.003721747738648
127	Surface	180-2000	metagenome	Synechococcus	60	0.000704825082001
128	Surface	180-2000	metagenome	Synechococcus	25	0.000420219022877
129	Surface	180-2000	metagenome	Synechococcus	57	0.000948033774271
130	Surface	180-2000	metagenome	Synechococcus	22	0.00038196986437
131	Surface	180-2000	metagenome	Synechococcus	14	0.000358822038663
132	Surface	180-2000	metagenome	Synechococcus	7	0.000190263965241
133	Surface	180-2000	metagenome	Synechococcus	12	0.000215893410463
134	Surface	180-2000	metagenome	Synechococcus	10	0.00017874488041
135	Surface	180-2000	metagenome	Synechococcus	12	0.000308215339213
136	Surface	180-2000	metagenome	Synechococcus	2	5.71394263937432E-05
137	Surface	180-2000	metagenome	Synechococcus	43	0.000854417025112
138	Surface	180-2000	metagenome	Synechococcus	8	0.000247052335245
139	Surface	180-2000	metagenome	Synechococcus	16	0.000355651502384
140	Surface	180-2000	metagenome	Synechococcus	60	0.001351621615631
141	Surface	180-2000	metagenome	Synechococcus	17	0.000625405200037
142	Surface	180-2000	metagenome	Synechococcus	6	0.000182774968062
143	Surface	180-2000	metagenome	Synechococcus	15	0.000352866272979
144	Surface	180-2000	metagenome	Synechococcus	39	0.000830467901558
145	Surface	180-2000	metagenome	Synechococcus	35	0.000715695847299
147	Surface	180-2000	metagenome	Synechococcus	2	6.86009554373853E-05
148	Surface	180-2000	metagenome	Synechococcus	2	5.2959960533068E-05
149	Surface	180-2000	metagenome	Synechococcus	17	0.000315258900975
150	Surface	180-2000	metagenome	Synechococcus	5	0.000112887095382
151	Surface	180-2000	metagenome	Synechococcus	4	0.000108280137846
152	Surface	180-2000	metagenome	Synechococcus	18	0.000413312779396
155	Surface	180-2000	metagenome	Synechococcus	10	0.000228606500692
173	Surface	180-2000	metagenome	Synechococcus	6	0.000136656017984
210	Surface	180-2000	metagenome	Synechococcus	3	6.49638065961864E-05
7	Deep chlorophyll maximum	20-180	metagenome	Synechococcus	236	0.001410811836604
8	Deep chlorophyll maximum	20-180	metagenome	Synechococcus	449	0.004482247698107
10	Deep chlorophyll maximum	20-180	metagenome	Synechococcus	157	0.001784984891649
12	Deep chlorophyll maximum	20-180	metagenome	Synechococcus	28	0.000865064848768
17	Deep chlorophyll maximum	20-180	metagenome	Synechococcus	84	0.001215978085233
18	Deep chlorophyll maximum	20-180	metagenome	Synechococcus	88	0.000715796703653
22	Deep chlorophyll maximum	20-180	metagenome	Synechococcus	323	0.003126248984571
23	Deep chlorophyll maximum	20-180	metagenome	Synechococcus	512	0.004025325798584
25	Deep chlorophyll maximum	20-180	metagenome	Synechococcus	74	0.001329803382017
32	Deep chlorophyll maximum	20-180	metagenome	Synechococcus	41	0.000861661923301
34	Deep chlorophyll maximum	20-180	metagenome	Synechococcus	172	0.003346610461561
36	Deep chlorophyll maximum	20-180	metagenome	Synechococcus	123	0.002016908221552
38	Deep chlorophyll maximum	20-180	metagenome	Synechococcus	92	0.001801306616841
39	Deep chlorophyll maximum	20-180	metagenome	Synechococcus	33	0.000663384996404
41	Deep chlorophyll maximum	20-180	metagenome	Synechococcus	96	0.00156565414573
42	Deep chlorophyll maximum	20-180	metagenome	Synechococcus	218	0.003259427003749
52	Deep chlorophyll maximum	20-180	metagenome	Synechococcus	68	0.001345141385306
58	Deep chlorophyll maximum	20-180	metagenome	Synechococcus	71	0.001809183625778
64	Deep chlorophyll maximum	20-180	metagenome	Synechococcus	51	0.00136926794238
68	Deep chlorophyll maximum	20-180	metagenome	Synechococcus	2761	0.014680518342363
72	Deep chlorophyll maximum	20-180	metagenome	Synechococcus	17	0.000378730054302
76	Deep chlorophyll maximum	20-180	metagenome	Synechococcus	40	0.000466813038918
78	Deep chlorophyll maximum	20-180	metagenome	Synechococcus	39	0.000945641942313
80	Deep chlorophyll maximum	20-180	metagenome	Synechococcus	53	0.000779635311962
81	Deep chlorophyll maximum	20-180	metagenome	Synechococcus	87	0.001205184441281
98	Deep chlorophyll maximum	20-180	metagenome	Synechococcus	14	0.000296897932737
100	Deep chlorophyll maximum	20-180	metagenome	Synechococcus	55	0.000926677406557
102	Deep chlorophyll maximum	20-180	metagenome	Synechococcus	66	0.001075017592694
106	Deep chlorophyll maximum	20-180	metagenome	Synechococcus	107	0.001601364329258
109	Deep chlorophyll maximum	20-180	metagenome	Synechococcus	456	0.004268729807075
111	Deep chlorophyll maximum	20-180	metagenome	Synechococcus	18	0.000429224599768
112	Deep chlorophyll maximum	20-180	metagenome	Synechococcus	17	0.000311527574758
122	Deep chlorophyll maximum	20-180	metagenome	Synechococcus	85	0.000634443621023
127	Deep chlorophyll maximum	20-180	metagenome	Synechococcus	25	0.000528532390216
128	Deep chlorophyll maximum	20-180	metagenome	Synechococcus	100	0.001516441026635
129	Deep chlorophyll maximum	20-180	metagenome	Synechococcus	179	0.001931738438175
131	Deep chlorophyll maximum	20-180	metagenome	Synechococcus	14	0.000229224025014
132	Deep chlorophyll maximum	20-180	metagenome	Synechococcus	11	0.000192024244292
133	Deep chlorophyll maximum	20-180	metagenome	Synechococcus	68	0.001193885942041
135	Deep chlorophyll maximum	20-180	metagenome	Synechococcus	59	0.001177114975998
137	Deep chlorophyll maximum	20-180	metagenome	Synechococcus	73	0.000966146521346
138	Deep chlorophyll maximum	20-180	metagenome	Synechococcus	44	0.0004991780553
142	Deep chlorophyll maximum	20-180	metagenome	Synechococcus	91	0.001690807596082
143	Deep chlorophyll maximum	20-180	metagenome	Synechococcus	32	0.000829777462194
150	Deep chlorophyll maximum	20-180	metagenome	Synechococcus	28	0.000445880025632
151	Deep chlorophyll maximum	20-180	metagenome	Synechococcus	43	0.000909827502543
155	Deep chlorophyll maximum	20-180	metagenome	Synechococcus	13	0.000380190759411
158	Deep chlorophyll maximum	20-180	metagenome	Synechococcus	35	0.000402989271223
168	Deep chlorophyll maximum	20-180	metagenome	Synechococcus	2	4.83481622736074E-05
180	Deep chlorophyll maximum	20-180	metagenome	Synechococcus	1	4.03143313966247E-05
123	Mix layer	20-180	metagenome	Synechococcus	69	0.000604998909424
125	Mix layer	20-180	metagenome	Synechococcus	104	0.000651757206519
152	Mix layer	20-180	metagenome	Synechococcus	27	0.000438049019364
153	Mix layer	20-180	metagenome	Synechococcus	88	0.001307164725195
7	Surface	20-180	metagenome	Synechococcus	443	0.002722241020989
8	Surface	20-180	metagenome	Synechococcus	612	0.004594262012985
10	Surface	20-180	metagenome	Synechococcus	118	0.001634803382435
11	Surface	20-180	metagenome	Synechococcus	84	0.001182797454551
12	Surface	20-180	metagenome	Synechococcus	32	0.000566249564561
14	Surface	20-180	metagenome	Synechococcus	46	0.000984619003456
17	Surface	20-180	metagenome	Synechococcus	31	0.00049871421633
18	Surface	20-180	metagenome	Synechococcus	35	0.000803487871017
19	Surface	20-180	metagenome	Synechococcus	25	0.000449973756971
20	Surface	20-180	metagenome	Synechococcus	30	0.00071176157427
21	Surface	20-180	metagenome	Synechococcus	117	0.001215690584574
22	Surface	20-180	metagenome	Synechococcus	104	0.001747092003217
23	Surface	20-180	metagenome	Synechococcus	16	0.000310919980928
24	Surface	20-180	metagenome	Synechococcus	46	0.001140032034156
25	Surface	20-180	metagenome	Synechococcus	53	0.001009003225058
26	Surface	20-180	metagenome	Synechococcus	90	0.001435534670137
30	Surface	20-180	metagenome	Synechococcus	45	0.001090636233694
31	Surface	20-180	metagenome	Synechococcus	272	0.003741244402331
32	Surface	20-180	metagenome	Synechococcus	23	0.000463304924132
33	Surface	20-180	metagenome	Synechococcus	257	0.003768715918997
34	Surface	20-180	metagenome	Synechococcus	288	0.004478414244374
36	Surface	20-180	metagenome	Synechococcus	177	0.002352268673307
39	Surface	20-180	metagenome	Synechococcus	106	0.001726923651959
41	Surface	20-180	metagenome	Synechococcus	139	0.001925720639921
42	Surface	20-180	metagenome	Synechococcus	64	0.000944922384662
43	Surface	20-180	metagenome	Synechococcus	170	0.002571899691377
45	Surface	20-180	metagenome	Synechococcus	24	0.000402977199071
46	Surface	20-180	metagenome	Synechococcus	306	0.004190941868066
47	Surface	20-180	metagenome	Synechococcus	66	0.001140214542696
49	Surface	20-180	metagenome	Synechococcus	111	0.001734362001825
50	Surface	20-180	metagenome	Synechococcus	10	0.000174513439474
51	Surface	20-180	metagenome	Synechococcus	21	0.00055024687089
52	Surface	20-180	metagenome	Synechococcus	195	0.002235521100674
53	Surface	20-180	metagenome	Synechococcus	102	0.002023469298665
54	Surface	20-180	metagenome	Synechococcus	56	0.001900382093981
57	Surface	20-180	metagenome	Synechococcus	114	0.002082447559152
58	Surface	20-180	metagenome	Synechococcus	148	0.001980080306206
62	Surface	20-180	metagenome	Synechococcus	171	0.003281901240229
64	Surface	20-180	metagenome	Synechococcus	99	0.001977848029259
65	Surface	20-180	metagenome	Synechococcus	52	0.001088996377242
66	Surface	20-180	metagenome	Synechococcus	21	0.000496620601017
67	Surface	20-180	metagenome	Synechococcus	53	0.000746001694672
68	Surface	20-180	metagenome	Synechococcus	13	0.000360130748667
70	Surface	20-180	metagenome	Synechococcus	34	0.000482592733805
71	Surface	20-180	metagenome	Synechococcus	33	0.000495414563566
72	Surface	20-180	metagenome	Synechococcus	19	0.000433646469248
76	Surface	20-180	metagenome	Synechococcus	32	0.000309741540841
78	Surface	20-180	metagenome	Synechococcus	90	0.00198165830509
80	Surface	20-180	metagenome	Synechococcus	25	0.000571670058902
81	Surface	20-180	metagenome	Synechococcus	320	0.003894334929649
89	Surface	20-180	metagenome	Synechococcus	4	8.82215283799802E-05
90	Surface	20-180	metagenome	Synechococcus	16	0.000247726617395
91	Surface	20-180	metagenome	Synechococcus	359	0.004596571724057
92	Surface	20-180	metagenome	Synechococcus	40	0.000551948926227
93	Surface	20-180	metagenome	Synechococcus	128	0.001500635770529
94	Surface	20-180	metagenome	Synechococcus	21	0.000633413642913
95	Surface	20-180	metagenome	Synechococcus	50	0.000608902657645
96	Surface	20-180	metagenome	Synechococcus	36	0.000356549290943
97	Surface	20-180	metagenome	Synechococcus	11	0.000105059242064
98	Surface	20-180	metagenome	Synechococcus	10	0.000128648785301
99	Surface	20-180	metagenome	Synechococcus	14	0.000256107129393
100	Surface	20-180	metagenome	Synechococcus	63	0.000811790645757
102	Surface	20-180	metagenome	Synechococcus	53	0.000998436824963
106	Surface	20-180	metagenome	Synechococcus	216	0.002475661350033
109	Surface	20-180	metagenome	Synechococcus	320	0.002738560780616
110	Surface	20-180	metagenome	Synechococcus	92	0.001469754350859
111	Surface	20-180	metagenome	Synechococcus	34	0.000587451470085
112	Surface	20-180	metagenome	Synechococcus	64	0.00063469112335
113	Surface	20-180	metagenome	Synechococcus	106	0.002445144200759
114	Surface	20-180	metagenome	Synechococcus	53	0.001380198166797
115	Surface	20-180	metagenome	Synechococcus	23	0.000549600520111
116	Surface	20-180	metagenome	Synechococcus	47	0.001277537499731
117	Surface	20-180	metagenome	Synechococcus	34	0.000704567484574
118	Surface	20-180	metagenome	Synechococcus	51	0.001006759747327
119	Surface	20-180	metagenome	Synechococcus	45	0.000651993295188
120	Surface	20-180	metagenome	Synechococcus	31	0.000478927242692
121	Surface	20-180	metagenome	Synechococcus	23	0.000244072299655
122	Surface	20-180	metagenome	Synechococcus	201	0.001197721546628
123	Surface	20-180	metagenome	Synechococcus	127	0.001234294552748
124	Surface	20-180	metagenome	Synechococcus	82	0.00102193364457
125	Surface	20-180	metagenome	Synechococcus	145	0.001123263614885
126	Surface	20-180	metagenome	Synechococcus	60	0.000925759821513
127	Surface	20-180	metagenome	Synechococcus	166	0.001177245057773
128	Surface	20-180	metagenome	Synechococcus	168	0.001433403556753
129	Surface	20-180	metagenome	Synechococcus	78	0.000897344462677
130	Surface	20-180	metagenome	Synechococcus	71	0.000856194084326
131	Surface	20-180	metagenome	Synechococcus	45	0.000700669174089
132	Surface	20-180	metagenome	Synechococcus	26	0.000381961323464
133	Surface	20-180	metagenome	Synechococcus	48	0.000585512166864
135	Surface	20-180	metagenome	Synechococcus	186	0.001867433833762
136	Surface	20-180	metagenome	Synechococcus	121	0.001382904390763
137	Surface	20-180	metagenome	Synechococcus	73	0.001434443666203
138	Surface	20-180	metagenome	Synechococcus	70	0.001108859947011
139	Surface	20-180	metagenome	Synechococcus	69	0.001122987694842
140	Surface	20-180	metagenome	Synechococcus	61	0.001682136845596
141	Surface	20-180	metagenome	Synechococcus	115	0.002166231028063
142	Surface	20-180	metagenome	Synechococcus	102	0.002282728324721
143	Surface	20-180	metagenome	Synechococcus	66	0.00150217374313
144	Surface	20-180	metagenome	Synechococcus	81	0.001504238184232
145	Surface	20-180	metagenome	Synechococcus	29	0.000464033004303
146	Surface	20-180	metagenome	Synechococcus	31	0.000583955288161
147	Surface	20-180	metagenome	Synechococcus	35	0.000796235823685
148	Surface	20-180	metagenome	Synechococcus	113	0.001467211245024
149	Surface	20-180	metagenome	Synechococcus	108	0.001381351354231
150	Surface	20-180	metagenome	Synechococcus	32	0.000444655503258
151	Surface	20-180	metagenome	Synechococcus	92	0.001376052251669
152	Surface	20-180	metagenome	Synechococcus	56	0.001004864250568
155	Surface	20-180	metagenome	Synechococcus	13	0.000272338713445
168	Surface	20-180	metagenome	Synechococcus	9	0.000112184754821
175	Surface	20-180	metagenome	Synechococcus	4	7.55122854695943E-05
208	Surface	20-180	metagenome	Synechococcus	12	7.5338595207123E-05
209	Surface	20-180	metagenome	Synechococcus	11	0.000145551447455
210	Surface	20-180	metagenome	Synechococcus	50	0.000397544531026
