run_accession	sample_title
ERR1726607	TARA_20101016T1854Z_076_EVENT_NET_N1+N2_D_(150 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000000876
ERR1726608	TARA_20110804T2127Z_124_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000002043
ERR1726611	TARA_20100416T0443Z_047_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000000282
ERR1726620	TARA_20110628T2029Z_115_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000001915
ERR1726625	TARA_20120224T1514Z_148_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000002117
ERR1726628	TARA_20110421T2007Z_102_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000001646
ERR1726630	TARA_20100914T1256Z_068_EVENT_NET_N1+N2_D_(50 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000000711
ERR1726633	TARA_20100404T0950Z_042_EVENT_PUMP_P_D_(80 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000086
ERR1726634	TARA_20110415T1245Z_100_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000001604
ERR1726635	TARA_20120319T1120Z_152_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000002781
ERR1726639	TARA_20110415T1327Z_100_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000001616
ERR1726643	TARA_20110808T1733Z_125_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000002017
ERR1726651	TARA_20100511T0405Z_051_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000000189
ERR1726658	TARA_20110513T2014Z_109_EVENT_NET_N1+N2_D_(40 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000001740
ERR1726660	TARA_20091112T1220Z_020_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_A100000750
ERR1726666	TARA_20110808T2150Z_125_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000002024
ERR1726669	TARA_20111202T1723Z_137_EVENT_NET_N1_S_(5 m)_PROT_NUC-DNA(1L)_N5-20_TARA_N000002927
ERR1726670	TARA_20110531T1541Z_111_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000001823
ERR1726671	TARA_20100511T1040Z_051_EVENT_PUMP_P_D_(80 m)_PROT_NUC-RNA(1L)_W20-200_TARA_N000000200
ERR1726679	TARA_20120218T1422Z_147_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000002101
ERR1726682	TARA_20101016T1700Z_076_Combined-EVENTS_CAST_MB_D_(150 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000860
ERR1726687	TARA_20110913T2025Z_130_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000002346
ERR1726693	TARA_20120202T1152Z_145_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8->_TARA_N000003215
ERR1726695	TARA_20110808T2150Z_125_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000002024
ERR1726696	TARA_20100404T0848Z_042_EVENT_NET_N1+N2_D_(80 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000000095
ERR1726700	TARA_20110728T2142Z_122_EVENT_NET_N1+N2_D_(115 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000001952
ERR1726701	TARA_20100715T1539Z_066_Combined-EVENTS_CAST_MB_D_(30 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000807
ERR1726703	TARA_20120218T2123Z_147_EVENT_NET_N1_S_(5 m)_PROT_NUC-DNA(1L)_N5-20_TARA_N000002106
ERR1726704	TARA_20100715T1539Z_066_Combined-EVENTS_CAST_MB_D_(30 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000807
ERR1726709	TARA_20110421T2042Z_102_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000001658
ERR1726710	TARA_20110404T1707Z_098_EVENT_NET_N1+N2_D_(180 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000001584
ERR1726712	TARA_20120309T0949Z_151_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000002753
ERR1726715	TARA_20091116T1453Z_022_EVENT_PUMP_P_D_(30 m)_PROT_NUC-RNA(1L)_W5-20_TARA_A100000696
ERR1726716	TARA_20110324T2104Z_096_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000001252
ERR1726717	TARA_20110728T2305Z_122_EVENT_NET_N1_D_(115 m)_PROT_NUC-DNA(1L)_N5-20_TARA_N000001950
ERR1726719	TARA_20110312T1134Z_093_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000001306
ERR1726720	TARA_20120218T1954Z_147_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000002107
ERR1726722	TARA_20091123T0912Z_025_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(1L)_W5-20_TARA_A100000394
ERR1726723	TARA_20111130T2240Z_136_EVENT_NET_N1_S_(5 m)_PROT_NUC-DNA(1L)_N5-20_TARA_N000002963
ERR1726724	TARA_20110930T1738Z_131_Combined-EVENTS_CAST_MB_D_(110 m)_PROT_NUC-RNA(100L)_W0.8->_TARA_N000002350
ERR1726725	TARA_20110804T1833Z_124_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000002036
ERR1726727	TARA_20110905T0300Z_128_EVENT_NET_N1+N2_D_(40 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000002299
ERR1726733	TARA_20101129T1121Z_080_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8->_TARA_N000001478
ERR1726735	TARA_20110403T1344Z_098_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(1L)_W5-20_TARA_N000001578
ERR1726737	TARA_20120116T1922Z_143_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000003153
ERR1726738	TARA_20111202T1511Z_137_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000002931
ERR1726741	TARA_20110701T2248Z_118_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000001923
ERR1726742	TARA_20110422T2113Z_102_EVENT_PUMP_P_D_(40 m)_PROT_NUC-DNA(1L)_W5-20_TARA_N000001656
ERR1726747	TARA_20111023T1615Z_135_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000002175
ERR1726748	TARA_20091102T1125Z_018_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_A100000594
ERR1726764	TARA_20120215T1515Z_146_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000003240
ERR1726765	TARA_20110808T2016Z_125_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000002025
ERR1726767	TARA_20110930T2137Z_131_EVENT_NET_N1+N2_D_(110 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000002362
ERR1726770	TARA_20110731T2041Z_123_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000001998
ERR1726777	TARA_20100120T0445Z_034_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000000325
ERR1726781	TARA_20110109T1326Z_086_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000001077
ERR1726784	TARA_20100415T0201Z_046_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(1L)_W5-20_TARA_N000000268
ERR1726786	TARA_20091112T1744Z_020_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_A100000759
ERR1726789	TARA_20110512T1755Z_109_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000001742
ERR1726792	TARA_20110512T1631Z_109_EVENT_NET_N1_S_(5 m)_PROT_NUC-DNA(1L)_N5-20_TARA_N000001734
ERR1726796	TARA_20111202T2210Z_137_EVENT_NET_N1+N2_D_(40 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000002942
ERR1726797	TARA_20110913T1833Z_130_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000002347
ERR1726801	TARA_20110512T1400Z_109_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000001738
ERR1726809	TARA_20100312T1024Z_036_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000000313
ERR1726813	TARA_20100511T0945Z_051_EVENT_NET_N1+N2_D_(85 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000000193
ERR1726817	TARA_20120305T0925Z_150_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000002695
ERR1726822	TARA_20110808T2343Z_125_EVENT_NET_N1_S_(5 m)_PROT_NUC-DNA(1L)_N5-20_TARA_N000002021
ERR1726824	TARA_20120309T1705Z_151_EVENT_NET_N1+N2_D_(80 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000002751
ERR1726825	TARA_20101104T1837Z_078_EVENT_NET_N1+N2_D_(120 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000001516
ERR1726828	TARA_20110503T2052Z_106_EVENT_PUMP_P_D_(40 m)_PROT_NUC-DNA(1L)_W5-20_TARA_N000001696
ERR1726830	TARA_20110504T1559Z_106_EVENT_NET_N1+N2_D_(50 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000001700
ERR1726833	TARA_20100715T1539Z_066_Combined-EVENTS_CAST_MB_D_(30 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000807
ERR1726837	TARA_20111005T0412Z_132_EVENT_NET_N1_D_(115 m)_PROT_NUC-DNA(1L)_N5-20_TARA_N000002414
ERR1726840	TARA_20100120T0801Z_034_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000000332
ERR1726842	TARA_20110422T2113Z_102_EVENT_PUMP_P_D_(40 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000001648
ERR1726853	TARA_20101202T2042Z_081_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000001428
ERR1726857	TARA_20110630T0557Z_116_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000001910
ERR1726858	TARA_20110905T1840Z_128_EVENT_PUMP_P_D_(40 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000002287
ERR1726860	TARA_20120305T1207Z_150_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000002701
ERR1726862	TARA_20100322T0710Z_040_EVENT_CAST_B6_Z_(25 m)_PROT_NUC-RNA(100L)_W3->_TARA_N000000064
ERR1726864	TARA_20111202T1412Z_137_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000002923
ERR1726865	TARA_20110415T1625Z_100_EVENT_NET_N1_S_(5 m)_PROT_NUC-DNA(1L)_N5-20_TARA_N000001612
ERR1726872	TARA_20111004T2128Z_132_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000002404
ERR1726874	TARA_20111211T1945Z_138_EVENT_NET_N1+N2_D_(60 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000003015
ERR1726878	TARA_20110312T1134Z_093_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(1L)_W5-20_TARA_N000001292
ERR1726882	TARA_20110601T2156Z_111_EVENT_NET_N1+N2_D_(90 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000001828
ERR1726883	TARA_20110726T2142Z_122_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000001942
ERR1726885	TARA_20120202T1348Z_145_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000003231
ERR1726886	TARA_20111215T1525Z_139_EVENT_NET_N1_S_(5 m)_PROT_NUC-DNA(1L)_N5-20_TARA_N000003039
ERR1726887	TARA_20090921T1630Z_006_EVENT_NET_N1+N2_S_(10 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_X000000655
ERR1726888	TARA_20111023T2041Z_135_EVENT_NET_N1_S_(5 m)_PROT_NUC-DNA(1L)_N5-20_TARA_N000002185
ERR1726892	TARA_20110805T0113Z_124_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000002041
ERR1726893	TARA_20120116T1944Z_143_EVENT_NET_N1+N2_D_(40 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000003156
ERR1726894	TARA_20110911T0026Z_129_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000002318
ERR1726895	TARA_20110226T1230Z_092_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000001305
ERR1726898	TARA_20100715T1539Z_066_Combined-EVENTS_CAST_MB_D_(30 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000807
ERR1726899	TARA_20100921T0823Z_070_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000000662
ERR1726904	TARA_20110512T2215Z_109_EVENT_PUMP_P_D_(30 m)_PROT_NUC-DNA(1L)_W5-20_TARA_N000001736
ERR1726906	TARA_20101129T1938Z_080_Combined-EVENTS_CAST_MB_D_(85 m)_PROT_NUC-RNA(1L)_W5-20_TARA_N000001489
ERR1726909	TARA_20110415T1719Z_100_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000001620
ERR1726910	TARA_20100120T1150Z_034_EVENT_PUMP_P_D_(60 m)_PROT_NUC-RNA(1L)_W5-20_TARA_N000000322
ERR1726914	TARA_20110929T1923Z_131_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8->_TARA_N000002348
ERR1726917	TARA_20100111T0837Z_032_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_A100001144
ERR1726924	TARA_20110930T0333Z_131_EVENT_NET_N1_S_(5 m)_PROT_NUC-RNA(1L)_N5-20_TARA_N000002356
ERR1726934	TARA_20100404T0527Z_042_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000000093
ERR1726937	TARA_20101016T1118Z_076_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000000871
ERR1726939	TARA_20110109T1413Z_086_EVENT_NET_N1_S_(5 m)_PROT_NUC-RNA(1L)_N5-20_TARA_N000001073
ERR1726940	TARA_20100322T0710Z_040_EVENT_CAST_B6_Z_(25 m)_PROT_NUC-RNA(100L)_W3->_TARA_N000000064
ERR1726943	TARA_20110324T1607Z_096_EVENT_NET_N1_S_(5 m)_PROT_NUC-DNA(1L)_N5-20_TARA_N000001258
ERR1726952	TARA_20110312T1134Z_093_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000001290
ERR1726953	TARA_20091004T1416Z_011_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_X000001334
ERR1726957	TARA_20120109T1852Z_142_EVENT_NET_N1+N2_D_(125 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000003098
ERR1726960	TARA_20100120T1040Z_034_EVENT_NET_N1+N2_D_(60 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000000321
ERR1726970	TARA_20110403T1628Z_098_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000001582
ERR1726971	TARA_20120202T1446Z_145_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000003227
ERR1726975	TARA_20101005T0800Z_072_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000831
ERR1726977	TARA_20110615T2100Z_112_EVENT_NET_N1+N2_D_(170 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000001880
ERR1726980	TARA_20120319T0818Z_152_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8->_TARA_N000002773
ERR315673	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists
ERR315676	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists
ERR315679	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists
ERR315681	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists
ERR315687	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists
ERR315691	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists
ERR315800	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists
ERR315802	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists
ERR315805	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists
ERR315806	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists
ERR315810	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists
ERR315811	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists
ERR315812	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists
ERR315816	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists
ERR315817	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists
ERR315819	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists
ERR315825	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists
ERR318584	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist
ERR318585	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist
ERR318586	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist
ERR318587	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist
ERR318588	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist
ERR318591	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist
ERR318594	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist
ERR318595	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist
ERR318605	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist
ERR318606	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist
ERR318607	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist
ERR318610	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist
ERR318612	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist
ERR318613	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist
ERR4691706	TARA_20100509T0530Z_050_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000151
ERR4691708	TARA_20100509T0805Z_050_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000000163
ERR4691709	TARA_20100509T1117Z_050_EVENT_NET_N1+N2_D_(120 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000000160
ERR4691714	TARA_20110503T1227Z_106_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000001686
ERR4691718	TARA_20110804T1833Z_124_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W3-20_TARA_N000002219
ERR4691720	TARA_20110630T0505Z_116_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000001908
ERR4691724	TARA_20110328T2227Z_097_Combined-EVENTS_CAST_MB_D_(175 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000001520
ERR4691725	TARA_20110327T1347Z_097_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000001518
ERR4691726	TARA_20090920T1645Z_005_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_X000000521
ERR4691727	TARA_20090927T1420Z_008_EVENT_PUMP_P_D_(45 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_X000000886
ERR4691748	TARA_20091115T0758Z_021_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_A100000692
ERR4691750	TARA_20091115T1031Z_021_EVENT_NET_N1+N2_dZ_(0-500 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_A100000693
ERR4691752	TARA_20100525T0820Z_053_EVENT_NET_N1_S_(5 m)_PROT_NUC-RNA(1L)_W5-20_TARA_N000000367
ERR4691754	TARA_20100525T0854Z_053_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000000379
ERR4691755	TARA_20100526T1015Z_054_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000544
ERR4691756	TARA_20100525T1055Z_054_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000000375
ERR4691762	TARA_20091011T0805Z_012_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_X000001343
ERR4691764	TARA_20100627T1416Z_057_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000000459
ERR4691765	TARA_20100928T0814Z_071_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8->_TARA_N000000648
ERR4691771	TARA_20110225T1532Z_091_EVENT_NET_N1_S_(5 m)_PROT_NUC-RNA(1L)_N5-20_TARA_N000001321
ERR4691772	TARA_20110225T1417Z_091_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000001323
ERR4691780	TARA_20110109T1054Z_086_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8->_TARA_N000001065
ERR4691781	TARA_20110122T0838Z_088_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8->_TARA_N000001197
ERR4691783	TARA_20110122T1024Z_088_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000001203
ERR4691784	TARA_20110122T0920Z_088_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000001205
ERR4691785	TARA_20110127T0827Z_089_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8->_TARA_N000001215
ERR4691786	TARA_20110324T1912Z_096_Combined-EVENTS_CAST_MB_D_(155 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000001226
ERR4691787	TARA_20110324T1300Z_096_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000001254
ERR4691788	TARA_20110318T1157Z_094_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000001271
ERR4691791	TARA_20110318T1526Z_094_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000001268
ERR4691792	TARA_20110318T1157Z_094_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000001269
ERR4691797	TARA_20110901T0115Z_127_EVENT_NET_N1_S_(5 m)_PROT_NUC-DNA(1L)_N5-20_TARA_N000002239
ERR4691800	TARA_20110831T1800Z_127_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000002231
ERR4691803	TARA_20110901T2016Z_127_EVENT_NET_N1+N2_D_(100 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000002245
ERR4691809	TARA_20110409T1651Z_099_EVENT_NET_N1_S_(5 m)_PROT_NUC-DNA(1L)_N5-20_TARA_N000001599
ERR4691810	TARA_20110409T1530Z_099_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000001600
ERR4691812	TARA_20110409T1356Z_099_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000001595
ERR4691816	TARA_20111019T0009Z_133_EVENT_PUMP_P_D_(45 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000002458
ERR4691817	TARA_20111019T0009Z_133_EVENT_PUMP_P_D_(45 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000002462
ERR4691818	TARA_20111018T1747Z_133_EVENT_NET_N1_S_(5 m)_PROT_NUC-DNA(1L)_N5-20_TARA_N000002452
ERR4691820	TARA_20111018T1938Z_133_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000002428
ERR4691822	TARA_20111018T1535Z_133_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000002460
ERR4691824	TARA_20110706T0717Z_119_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000001927
ERR4691826	TARA_20110709T1845Z_121_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000001934
ERR4691828	TARA_20110709T1747Z_121_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000001932
ERR4691831	TARA_20110828T2231Z_126_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000002228
ERR4691832	TARA_20110828T2028Z_126_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000002227
ERR4691836	TARA_20111022T1452Z_134_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000002181
ERR4691839	TARA_20120116T2135Z_143_EVENT_PUMP_P_D_(40 m)_PROT_NUC-RNA(100L)_W0.8->_TARA_N000003136
ERR4691842	TARA_20111221T1620Z_140_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000003057
ERR4691848	TARA_20111230T1449Z_141_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000003093
ERR4691849	TARA_20111230T1359Z_141_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000003094
ERR4691850	TARA_20111230T1335Z_141_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8->_TARA_N000003095
