run_accession	sample_title
ERR599222	TARA_20100517T0545Z_052_EVENT_NET_N1_S_(5 m)_PROT_NUC-RNA(1L)_N5-20_TARA_N000000570
ERR599227	TARA_20110107T1041Z_085_Combined-EVENTS_CAST_MB_M_(790 m)_PROT_NUC-RNA(100L)_W0.8-3_TARA_N000001044
ERR599237	TARA_20101104T1004Z_078_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8->_TARA_N000000616
ERR599241	TARA_20100921T1202Z_070_EVENT_NET_N1_S_(5 m)_PROT_NUC-RNA(1L)_N5-20_TARA_N000000682
ERR599243	TARA_20100913T2020Z_068_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000000709
ERR599249	TARA_20100517T1005Z_052_EVENT_NET_N1+N2_D_(75 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000000585
ERR599251	TARA_20100715T1539Z_066_Combined-EVENTS_CAST_MB_D_(30 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000807
ERR599261	TARA_20100715T1222Z_066_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000805
ERR599262	TARA_20101104T2013Z_078_EVENT_NET_N1+N2_D_(120 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000001512
ERR599265	TARA_20101104T1837Z_078_EVENT_NET_N1+N2_D_(120 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000001516
ERR599267	TARA_20101005T0800Z_072_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8->_TARA_N000000827
ERR599272	TARA_20100715T1539Z_066_Combined-EVENTS_CAST_MB_D_(30 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000807
ERR599273	TARA_20100715T1539Z_066_Combined-EVENTS_CAST_MB_D_(30 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000807
ERR599276	TARA_20101005T0800Z_072_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000831
ERR599279	TARA_20101206T1720Z_082_EVENT_NET_N1+N2_D_(30 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000001400
ERR599280	TARA_20100517T0410Z_052_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000598
ERR599282	TARA_20100707T0714Z_064_EVENT_NET_N1_S_(5 m)_PROT_NUC-RNA(1L)_N5-20_TARA_N000000928
ERR599286	TARA_20101005T0820Z_072_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000000843
ERR599287	TARA_20101005T1406Z_072_EVENT_NET_N1+N2_D_(100 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000000845
ERR599290	TARA_20101005T1535Z_072_EVENT_PUMP_P_D_(100 m)_PROT_NUC-RNA(100L)_W0.8->_TARA_N000000829
ERR599293	TARA_20101206T1033Z_082_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8->_TARA_N000001382
ERR599295	TARA_20100907T1016Z_067_EVENT_NET_N1_S_(5 m)_PROT_NUC-RNA(1L)_N5-20_TARA_N000000742
ERR599296	TARA_20100517T1050Z_052_EVENT_NET_N1+N2_D_(70 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000000593
ERR599298	TARA_20101206T1033Z_082_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000001386
ERR599301	TARA_20100715T1516Z_066_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000000793
ERR599303	TARA_20101016T1554Z_076_EVENT_NET_N1+N2_D_(150 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000000884
ERR599308	TARA_20100715T1539Z_066_Combined-EVENTS_CAST_MB_D_(30 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000807
ERR599309	TARA_20101016T0955Z_076_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000855
ERR599314	TARA_20100517T0648Z_052_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000000589
ERR599316	TARA_20100715T1539Z_066_Combined-EVENTS_CAST_MB_D_(30 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000807
ERR599317	TARA_20101005T1828Z_072_EVENT_NET_N1_D_(100 m)_PROT_NUC-RNA(1L)_N5-20_TARA_N000000837
ERR599319	TARA_20101206T1858Z_082_EVENT_PUMP_P_D_(40 m)_PROT_NUC-RNA(100L)_W0.8->_TARA_N000001384
ERR599320	TARA_20100712T1030Z_065_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000000968
ERR599327	TARA_20100715T1539Z_066_Combined-EVENTS_CAST_MB_D_(30 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000807
ERR599328	TARA_20100517T1142Z_052_EVENT_PUMP_P_D_(75 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000600
ERR599333	TARA_20101016T1854Z_076_EVENT_NET_N1+N2_D_(150 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000000876
ERR868355	TARA_20100419T0756Z_048_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-20_TARA_N000000113
ERR868356	TARA_20091123T0912Z_025_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_A100000393
ERR868357	TARA_20110421T2007Z_102_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000001650
ERR868358	TARA_20110312T1937Z_093_Combined-EVENTS_CAST_MB_D_(35 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000001111
ERR868360	TARA_20110801T1755Z_123_Combined-EVENTS_CAST_MB_X_(150 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000002000
ERR868362	TARA_20110422T1210Z_102_Combined-EVENTS_CAST_MB_M_(480 m)_PROT_NUC-DNA(100L)_W0.8-3_TARA_N000001684
ERR868366	TARA_20120218T1422Z_147_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000002103
ERR868368	TARA_20100318T0956Z_039_EVENT_CONTROL_n/a_n/a_(n/a m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000051
ERR868373	TARA_20090920T1754Z_005_EVENT_PUMP_P_D_(68 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_X000000567
ERR868374	TARA_20110512T1400Z_109_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000001730
ERR868376	TARA_20110109T1054Z_086_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000001069
ERR868378	TARA_20111130T1620Z_136_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000002961
ERR868379	TARA_20110404T1359Z_098_Combined-EVENTS_CAST_MB_M_(488 m)_PROT_NUC-RNA(100L)_W0.8-3_TARA_N000001590
ERR868382	TARA_20110808T1733Z_125_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000002019
ERR868399	TARA_20100416T0442Z_047_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-20_TARA_N000000278
ERR868401	TARA_20100113T0716Z_033_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-20_TARA_A100001244
ERR868403	TARA_20091116T0816Z_022_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_A100000534
ERR868404	TARA_20110324T1300Z_096_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000001256
ERR868406	TARA_20100312T0606Z_036_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000316
ERR868410	TARA_20120324T0813Z_153_EVENT_PUMP_P_X_(25 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000002821
ERR868413	TARA_20110226T1201Z_092_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000001299
ERR868414	TARA_20100315T1118Z_038_EVENT_PUMP_P_D_(25 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000000030
ERR868415	TARA_20110324T1912Z_096_Combined-EVENTS_CAST_MB_D_(155 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000001236
ERR868417	TARA_20110328T1259Z_097_Combined-EVENTS_CAST_MB_M_(310 m)_PROT_NUC-DNA(100L)_W0.8-3_TARA_N000001276
ERR868419	TARA_20110728T1718Z_122_Combined-EVENTS_CAST_MB_D_(115 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000001948
ERR868421	TARA_20120116T1230Z_143_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000003137
ERR868422	TARA_20110422T2113Z_102_EVENT_PUMP_P_D_(40 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000001652
ERR868424	TARA_20110415T1938Z_100_EVENT_PUMP_P_D_(50 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000001610
ERR868431	TARA_20090921T1200Z_006_EVENT_PUMP_P_S_(8 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_X000000608
ERR868432	TARA_20110615T0059Z_112_Combined-EVENTS_CAST_MB_D_(155 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000001872
ERR868442	TARA_20110521T1227Z_110_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000001750
ERR868445	TARA_20120319T0818Z_152_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000002789
ERR868446	TARA_20110328T2227Z_097_Combined-EVENTS_CAST_MB_D_(175 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000001525
ERR868450	TARA_20110512T2215Z_109_EVENT_PUMP_P_D_(30 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000001732
ERR868456	TARA_20091121T1110Z_024_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-20_TARA_A100000362
ERR868457	TARA_20110416T1306Z_100_Combined-EVENTS_CAST_MB_M_(177 m)_PROT_NUC-DNA(100L)_W0.8-3_TARA_N000001642
ERR868461	TARA_20101202T1852Z_081_EVENT_PUMP_P_D_(35 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000001434
ERR868463	TARA_20100120T1150Z_034_EVENT_PUMP_P_D_(60 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000327
ERR868464	TARA_20110930T1738Z_131_Combined-EVENTS_CAST_MB_D_(110 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000002354
ERR868468	TARA_20100320T0817Z_039_Combined-EVENTS_CAST_MB_M_(270 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000025
ERR868470	TARA_20110513T1617Z_109_Combined-EVENTS_CAST_MB_M_(380 m)_PROT_NUC-DNA(100L)_W0.8-3_TARA_N000001784
ERR868473	TARA_20090928T1659Z_009_EVENT_PUMP_P_D_(55 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_X000001040
ERR868482	TARA_20091027T1350Z_016_EVENT_PUMP_P_D_(65 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_A100000035
ERR868489	TARA_20110804T1833Z_124_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000002037
ERR868497	TARA_20090920T1045Z_005_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_X000000488
ERR868501	TARA_20110614T1645Z_112_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000001870
ERR868504	TARA_20091112T1409Z_020_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_A100000758
ERR868507	TARA_20100413T0321Z_045_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000255
ERR868509	TARA_20120116T2135Z_143_EVENT_PUMP_P_D_(40 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000003144
ERR868510	TARA_20090915T1800Z_004_EVENT_PUMP_P_D_(40 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_X000000408
ERR873959	TARA_20110727T1932Z_122_Combined-EVENTS_CAST_MB_M_(600 m)_PROT_NUC-DNA(100L)_W0.8-3_TARA_N000002010
ERR873961	TARA_20110403T2150Z_098_Combined-EVENTS_CAST_MB_D_(188 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000001588
ERR873962	TARA_20100313T0507Z_037_Combined-EVENTS_CAST_MB_M_(600 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000000303
ERR873967	TARA_20111024T1707Z_135_Combined-EVENTS_CAST_MB_M_(650 m)_PROT_NUC-DNA(100L)_W0.8-3_TARA_N000002172
ERR873968	TARA_20110727T1932Z_122_Combined-EVENTS_CAST_MB_M_(600 m)_PROT_NUC-DNA(100L)_W0.8-3_TARA_N000002010
ERR873969	TARA_20100313T0507Z_037_Combined-EVENTS_CAST_MB_M_(600 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000000303
ERR538175	TARA_20091118T1240Z_023_EVENT_PUMP_P_D_(55-57m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_A100000559
ERR538188	TARA_20091215T1512Z_030_Combined-EVENTS_CAST_MB_D_(70-75m)_PROT_NUC-DNA(1L)_W5-20_TARA_A100001334
